amount,area_code,area_name
132950,E05000833,Priory
265000,E05000820,Ashton upon Mersey
125000,E05000824,Bucklow-St Martins
370000,E05000831,Hale Central
315000,E05000823,Brooklands
187000,E05000829,Gorse Hill
45000,E05000822,Broadheath
115000,E05000834,St Mary's
292000,E05000837,Timperley
115000,E05000833,Priory
250000,E05000836,Stretford
520000,E05000837,Timperley
182000,E05000826,Davyhulme East
330000,E05000826,Davyhulme East
717000,E05000830,Hale Barns
314500,E05000831,Hale Central
3200000,E05000821,Bowdon
125000,E05000819,Altrincham
78000,E05000819,Altrincham
298000,E05000827,Davyhulme West
195950,E05000833,Priory
249995,E05000838,Urmston
415000,E05000832,Longford
130000,E05000828,Flixton
250000,E05000835,Sale Moor
375000,E05000823,Brooklands
269000,E05000830,Hale Barns
335000,E05000831,Hale Central
192000,E05000839,Village
218000,E05000820,Ashton upon Mersey
241500,E05000819,Altrincham
880000,E05000820,Ashton upon Mersey
270000,E05000833,Priory
300000,E05000821,Bowdon
492500,E05000821,Bowdon
585000,E05000821,Bowdon
247500,E05000826,Davyhulme East
715000,E05000830,Hale Barns
650000,E05000833,Priory
266000,E05000835,Sale Moor
138500,E05000826,Davyhulme East
250000,E05000821,Bowdon
425000,E05000823,Brooklands
395000,E05000820,Ashton upon Mersey
185000,E05000825,Clifford
90000,E05000829,Gorse Hill
155000,E05000829,Gorse Hill
132500,E05000823,Brooklands
290000,E05000833,Priory
289950,E05000822,Broadheath
920000,E05000830,Hale Barns
89950,E05000820,Ashton upon Mersey
350000,E05000820,Ashton upon Mersey
150000,E05000833,Priory
645000,E05000837,Timperley
230000,E05000836,Stretford
186000,E05000833,Priory
330000,E05000823,Brooklands
270000,E05000833,Priory
387000,E05000820,Ashton upon Mersey
218500,E05000835,Sale Moor
230000,E05000823,Brooklands
130000,E05000833,Priory
405000,E05000821,Bowdon
292000,E05000835,Sale Moor
195000,E05000839,Village
239750,E05000819,Altrincham
639150,E05000820,Ashton upon Mersey
192000,E05000822,Broadheath
1500000,E05000831,Hale Central
142000,E05000824,Bucklow-St Martins
239750,E05000819,Altrincham
485000,E05000823,Brooklands
129500,E05000831,Hale Central
439000,E05000825,Clifford
400000,E05000830,Hale Barns
230000,E05000838,Urmston
195000,E05000828,Flixton
345000,E05000830,Hale Barns
148000,E05000819,Altrincham
670000,E05000838,Urmston
307500,E05000819,Altrincham
220000,E05000836,Stretford
550000,E05000820,Ashton upon Mersey
145000,E05000820,Ashton upon Mersey
119950,E05000825,Clifford
257750,E05000819,Altrincham
281500,E05000831,Hale Central
305000,E05000831,Hale Central
262500,E05000838,Urmston
453000,E05000839,Village
361000,E05000823,Brooklands
245200,E05000826,Davyhulme East
186000,E05000829,Gorse Hill
222000,E05000819,Altrincham
185000,E05000835,Sale Moor
125000,E05000832,Longford
125000,E05000823,Brooklands
157500,E05000833,Priory
265000,E05000820,Ashton upon Mersey
995000,E05000831,Hale Central
336000,E05000822,Broadheath
285000,E05000819,Altrincham
588000,E05000831,Hale Central
95000,E05000824,Bucklow-St Martins
245000,E05000835,Sale Moor
365000,E05000819,Altrincham
700000,E05000834,St Mary's
210000,E05000828,Flixton
950000,E05000821,Bowdon
180000,E05000835,Sale Moor
137000,E05000832,Longford
550000,E05000820,Ashton upon Mersey
540000,E05000820,Ashton upon Mersey
258000,E05000839,Village
750000,E05000820,Ashton upon Mersey
494500,E05000837,Timperley
306500,E05000820,Ashton upon Mersey
192100,E05000835,Sale Moor
145000,E05000835,Sale Moor
267000,E05000823,Brooklands
353000,E05000837,Timperley
395000,E05000823,Brooklands
122000,E05000822,Broadheath
540000,E05000823,Brooklands
240000,E05000821,Bowdon
157000,E05000821,Bowdon
265000,E05000826,Davyhulme East
685000,E05000837,Timperley
1775000,E05000821,Bowdon
370000,E05000831,Hale Central
312000,E05000838,Urmston
205000,E05000822,Broadheath
206000,E05000838,Urmston
735000,E05000821,Bowdon
335000,E05000835,Sale Moor
445000,E05000823,Brooklands
2500000,E05000830,Hale Barns
167000,E05000827,Davyhulme West
289250,E05000823,Brooklands
335000,E05000837,Timperley
335000,E05000837,Timperley
345000,E05000837,Timperley
228000,E05000830,Hale Barns
510000,E05000837,Timperley
240000,E05000834,St Mary's
358000,E05000822,Broadheath
233000,E05000822,Broadheath
200000,E05000819,Altrincham
642500,E05000837,Timperley
106000,E05000839,Village
203500,E05000828,Flixton
335000,E05000822,Broadheath
305000,E05000837,Timperley
198000,E05000829,Gorse Hill
322500,E05000827,Davyhulme West
620000,E05000830,Hale Barns
355000,E05000836,Stretford
332500,E05000828,Flixton
380000,E05000822,Broadheath
63500,E05000834,St Mary's
185000,E05000833,Priory
172500,E05000829,Gorse Hill
265000,E05000819,Altrincham
719250,E05000831,Hale Central
265000,E05000836,Stretford
261382,E05000836,Stretford
235000,E05000828,Flixton
578000,E05000831,Hale Central
570000,E05000821,Bowdon
600000,E05000839,Village
220000,E05000827,Davyhulme West
1650000,E05000821,Bowdon
189950,E05000832,Longford
211000,E05000825,Clifford
184950,E05000824,Bucklow-St Martins
850000,E05000839,Village
372000,E05000831,Hale Central
410000,E05000839,Village
100000,E05000836,Stretford
110000,E05000824,Bucklow-St Martins
110000,E05000824,Bucklow-St Martins
302000,E05000825,Clifford
186000,E05000819,Altrincham
295000,E05000832,Longford
159950,E05000836,Stretford
118500,E05000820,Ashton upon Mersey
285000,E05000835,Sale Moor
233000,E05000820,Ashton upon Mersey
210000,E05000838,Urmston
375000,E05000819,Altrincham
228000,E05000831,Hale Central
1350000,E05000830,Hale Barns
190000,E05000829,Gorse Hill
235000,E05000833,Priory
770000,E05000821,Bowdon
375000,E05000823,Brooklands
560000,E05000831,Hale Central
215000,E05000827,Davyhulme West
220000,E05000825,Clifford
184000,E05000819,Altrincham
1140000,E05000831,Hale Central
400000,E05000831,Hale Central
315000,E05000835,Sale Moor
300000,E05000833,Priory
120000,E05000834,St Mary's
1500000,E05000831,Hale Central
102000,E05000825,Clifford
450000,E05000819,Altrincham
155000,E05000836,Stretford
195000,E05000828,Flixton
310000,E05000832,Longford
223365,E05000839,Village
258000,E05000839,Village
340000,E05000828,Flixton
210000,E05000822,Broadheath
526000,E05000823,Brooklands
282000,E05000835,Sale Moor
740000,E05000831,Hale Central
194000,E05000820,Ashton upon Mersey
303500,E05000823,Brooklands
235000,E05000827,Davyhulme West
185000,E05000826,Davyhulme East
635000,E05000833,Priory
750000,E05000831,Hale Central
196000,E05000825,Clifford
172500,E05000834,St Mary's
634250,E05000821,Bowdon
276000,E05000827,Davyhulme West
350000,E05000837,Timperley
350000,E05000820,Ashton upon Mersey
385000,E05000839,Village
213500,E05000836,Stretford
257000,E05000838,Urmston
299950,E05000838,Urmston
241750,E05000819,Altrincham
357500,E05000838,Urmston
139500,E05000833,Priory
385000,E05000836,Stretford
1135000,E05000831,Hale Central
340000,E05000831,Hale Central
148140,E05000819,Altrincham
269100,E05000838,Urmston
390000,E05000839,Village
120000,E05000833,Priory
390000,E05000821,Bowdon
472000,E05000832,Longford
205000,E05000835,Sale Moor
210000,E05000838,Urmston
600000,E05000830,Hale Barns
1175000,E05000830,Hale Barns
905000,E05000835,Sale Moor
322000,E05000823,Brooklands
180000,E05000827,Davyhulme West
155000,E05000829,Gorse Hill
315000,E05000836,Stretford
350000,E05000820,Ashton upon Mersey
296000,E05000825,Clifford
290000,E05000827,Davyhulme West
551000,E05000831,Hale Central
310000,E05000837,Timperley
405000,E05000821,Bowdon
1950000,E05000821,Bowdon
173500,E05000839,Village
175000,E05000832,Longford
303500,E05000825,Clifford
325000,E05000826,Davyhulme East
410000,E05000833,Priory
370000,E05000822,Broadheath
177000,E05000839,Village
191500,E05000829,Gorse Hill
214000,E05000825,Clifford
435000,E05000834,St Mary's
245000,E05000827,Davyhulme West
389000,E05000835,Sale Moor
267000,E05000826,Davyhulme East
134950,E05000838,Urmston
1899950,E05000821,Bowdon
285000,E05000831,Hale Central
465000,E05000838,Urmston
207750,E05000832,Longford
260000,E05000836,Stretford
550000,E05000835,Sale Moor
220000,E05000819,Altrincham
330000,E05000827,Davyhulme West
328500,E05000835,Sale Moor
240000,E05000823,Brooklands
475000,E05000837,Timperley
241000,E05000833,Priory
201000,E05000839,Village
270000,E05000833,Priory
247500,E05000839,Village
900000,E05000831,Hale Central
595000,E05000823,Brooklands
270000,E05000823,Brooklands
400000,E05000819,Altrincham
535000,E05000837,Timperley
362000,E05000819,Altrincham
390000,E05000839,Village
156000,E05000834,St Mary's
1630000,E05000830,Hale Barns
164950,E05000824,Bucklow-St Martins
205000,E05000828,Flixton
148000,E05000825,Clifford
468250,E05000820,Ashton upon Mersey
750000,E05000830,Hale Barns
272000,E05000834,St Mary's
210500,E05000833,Priory
150000,E05000824,Bucklow-St Martins
115000,E05000836,Stretford
161995,E05000827,Davyhulme West
161995,E05000827,Davyhulme West
400000,E05000839,Village
1750000,E05000821,Bowdon
189950,E05000828,Flixton
167500,E05000837,Timperley
89000,E05000823,Brooklands
677500,E05000828,Flixton
190000,E05000839,Village
140000,E05000836,Stretford
220000,E05000826,Davyhulme East
356000,E05000827,Davyhulme West
227000,E05000836,Stretford
275000,E05000831,Hale Central
272950,E05000826,Davyhulme East
240000,E05000838,Urmston
280000,E05000837,Timperley
475000,E05000831,Hale Central
195000,E05000836,Stretford
265000,E05000837,Timperley
235000,E05000821,Bowdon
250000,E05000839,Village
403000,E05000819,Altrincham
421000,E05000834,St Mary's
248500,E05000838,Urmston
150000,E05000824,Bucklow-St Martins
425000,E05000833,Priory
274950,E05000827,Davyhulme West
160000,E05000829,Gorse Hill
350000,E05000823,Brooklands
235000,E05000826,Davyhulme East
172500,E05000832,Longford
198000,E05000821,Bowdon
334250,E05000827,Davyhulme West
1850000,E05000821,Bowdon
263500,E05000823,Brooklands
383000,E05000830,Hale Barns
321000,E05000824,Bucklow-St Martins
170000,E05000837,Timperley
100000,E05000832,Longford
390000,E05000822,Broadheath
340750,E05000819,Altrincham
374850,E05000821,Bowdon
300000,E05000832,Longford
220000,E05000828,Flixton
180000,E05000839,Village
290000,E05000822,Broadheath
415000,E05000837,Timperley
227500,E05000828,Flixton
229000,E05000827,Davyhulme West
710000,E05000831,Hale Central
623000,E05000833,Priory
265000,E05000828,Flixton
652000,E05000831,Hale Central
315000,E05000831,Hale Central
322500,E05000827,Davyhulme West
160000,E05000827,Davyhulme West
120000,E05000824,Bucklow-St Martins
301000,E05000819,Altrincham
165000,E05000833,Priory
280000,E05000838,Urmston
310000,E05000839,Village
415000,E05000834,St Mary's
115000,E05000832,Longford
430000,E05000822,Broadheath
450000,E05000823,Brooklands
156995,E05000827,Davyhulme West
208500,E05000827,Davyhulme West
295000,E05000835,Sale Moor
500000,E05000830,Hale Barns
330000,E05000823,Brooklands
91500,E05000824,Bucklow-St Martins
1551001,E05000831,Hale Central
165000,E05000838,Urmston
567500,E05000834,St Mary's
535000,E05000837,Timperley
547500,E05000833,Priory
325000,E05000835,Sale Moor
189950,E05000838,Urmston
325000,E05000819,Altrincham
310000,E05000820,Ashton upon Mersey
390000,E05000821,Bowdon
155000,E05000820,Ashton upon Mersey
175000,E05000822,Broadheath
212000,E05000825,Clifford
1050000,E05000821,Bowdon
510000,E05000830,Hale Barns
109000,E05000823,Brooklands
246000,E05000822,Broadheath
745000,E05000821,Bowdon
223000,E05000827,Davyhulme West
321000,E05000819,Altrincham
230000,E05000834,St Mary's
417750,E05000819,Altrincham
285000,E05000839,Village
179950,E05000821,Bowdon
450000,E05000819,Altrincham
117000,E05000824,Bucklow-St Martins
117000,E05000824,Bucklow-St Martins
790000,E05000831,Hale Central
204000,E05000835,Sale Moor
300000,E05000826,Davyhulme East
422000,E05000823,Brooklands
422000,E05000823,Brooklands
530000,E05000823,Brooklands
102995,E05000819,Altrincham
520000,E05000831,Hale Central
185000,E05000836,Stretford
341750,E05000819,Altrincham
1277000,E05000830,Hale Barns
217000,E05000826,Davyhulme East
230000,E05000829,Gorse Hill
542500,E05000822,Broadheath
310000,E05000823,Brooklands
179000,E05000838,Urmston
393750,E05000823,Brooklands
189250,E05000820,Ashton upon Mersey
342000,E05000834,St Mary's
100000,E05000832,Longford
430000,E05000837,Timperley
262500,E05000828,Flixton
285000,E05000822,Broadheath
285000,E05000839,Village
217000,E05000827,Davyhulme West
500000,E05000831,Hale Central
400000,E05000835,Sale Moor
93995,E05000819,Altrincham
102995,E05000819,Altrincham
460000,E05000821,Bowdon
367000,E05000820,Ashton upon Mersey
543000,E05000823,Brooklands
97950,E05000819,Altrincham
850000,E05000831,Hale Central
99425,E05000819,Altrincham
107495,E05000819,Altrincham
267500,E05000827,Davyhulme West
450000,E05000820,Ashton upon Mersey
275000,E05000834,St Mary's
322000,E05000839,Village
93995,E05000819,Altrincham
247000,E05000833,Priory
420000,E05000834,St Mary's
236000,E05000833,Priory
252000,E05000838,Urmston
330000,E05000820,Ashton upon Mersey
495000,E05000832,Longford
365250,E05000830,Hale Barns
322500,E05000838,Urmston
267500,E05000836,Stretford
95495,E05000819,Altrincham
290000,E05000837,Timperley
275500,E05000833,Priory
169000,E05000829,Gorse Hill
100495,E05000819,Altrincham
125000,E05000835,Sale Moor
434500,E05000828,Flixton
110000,E05000827,Davyhulme West
280000,E05000828,Flixton
97925,E05000819,Altrincham
300000,E05000822,Broadheath
225000,E05000828,Flixton
300000,E05000822,Broadheath
505000,E05000831,Hale Central
163500,E05000833,Priory
75000,E05000823,Brooklands
390000,E05000835,Sale Moor
103000,E05000820,Ashton upon Mersey
265000,E05000819,Altrincham
365000,E05000837,Timperley
192000,E05000819,Altrincham
235000,E05000836,Stretford
317500,E05000819,Altrincham
445000,E05000820,Ashton upon Mersey
165000,E05000834,St Mary's
523000,E05000838,Urmston
220000,E05000836,Stretford
184000,E05000834,St Mary's
282000,E05000832,Longford
301740,E05000832,Longford
307000,E05000820,Ashton upon Mersey
170000,E05000824,Bucklow-St Martins
188000,E05000820,Ashton upon Mersey
700000,E05000823,Brooklands
481460,E05000833,Priory
315000,E05000820,Ashton upon Mersey
230000,E05000828,Flixton
92925,E05000819,Altrincham
155000,E05000826,Davyhulme East
475000,E05000830,Hale Barns
420000,E05000831,Hale Central
133000,E05000822,Broadheath
394000,E05000822,Broadheath
394000,E05000822,Broadheath
321000,E05000824,Bucklow-St Martins
369525,E05000819,Altrincham
330000,E05000832,Longford
271500,E05000826,Davyhulme East
292000,E05000822,Broadheath
383000,E05000830,Hale Barns
341000,E05000831,Hale Central
101425,E05000819,Altrincham
367000,E05000838,Urmston
148000,E05000824,Bucklow-St Martins
96925,E05000819,Altrincham
545000,E05000821,Bowdon
475000,E05000837,Timperley
102485,E05000819,Altrincham
133950,E05000832,Longford
675000,E05000830,Hale Barns
125000,E05000824,Bucklow-St Martins
93995,E05000819,Altrincham
100200,E05000819,Altrincham
350000,E05000837,Timperley
237500,E05000828,Flixton
331500,E05000830,Hale Barns
232000,E05000833,Priory
337000,E05000833,Priory
395000,E05000836,Stretford
98425,E05000819,Altrincham
215000,E05000822,Broadheath
84500,E05000831,Hale Central
97925,E05000819,Altrincham
115000,E05000827,Davyhulme West
96925,E05000819,Altrincham
336510,E05000835,Sale Moor
182000,E05000823,Brooklands
400000,E05000833,Priory
225000,E05000825,Clifford
225000,E05000825,Clifford
355000,E05000825,Clifford
123000,E05000833,Priory
255000,E05000838,Urmston
250000,E05000839,Village
350000,E05000819,Altrincham
515000,E05000823,Brooklands
275000,E05000825,Clifford
276000,E05000819,Altrincham
325000,E05000821,Bowdon
181000,E05000822,Broadheath
94700,E05000819,Altrincham
665000,E05000823,Brooklands
93425,E05000819,Altrincham
175000,E05000827,Davyhulme West
352000,E05000837,Timperley
101000,E05000819,Altrincham
125000,E05000835,Sale Moor
79500,E05000836,Stretford
440000,E05000820,Ashton upon Mersey
97695,E05000819,Altrincham
340000,E05000826,Davyhulme East
207000,E05000835,Sale Moor
305000,E05000827,Davyhulme West
240000,E05000825,Clifford
247000,E05000838,Urmston
291000,E05000819,Altrincham
195000,E05000827,Davyhulme West
767000,E05000821,Bowdon
279950,E05000819,Altrincham
900000,E05000819,Altrincham
101000,E05000819,Altrincham
860000,E05000830,Hale Barns
185000,E05000833,Priory
195000,E05000819,Altrincham
247500,E05000826,Davyhulme East
212000,E05000839,Village
160000,E05000827,Davyhulme West
247000,E05000832,Longford
185000,E05000827,Davyhulme West
185000,E05000836,Stretford
510000,E05000819,Altrincham
187500,E05000834,St Mary's
245000,E05000819,Altrincham
260000,E05000826,Davyhulme East
238500,E05000822,Broadheath
595000,E05000820,Ashton upon Mersey
150000,E05000832,Longford
170000,E05000819,Altrincham
640000,E05000830,Hale Barns
221000,E05000838,Urmston
238000,E05000839,Village
139500,E05000819,Altrincham
265000,E05000822,Broadheath
355000,E05000836,Stretford
410000,E05000822,Broadheath
360000,E05000822,Broadheath
99925,E05000819,Altrincham
232500,E05000833,Priory
252500,E05000823,Brooklands
91425,E05000819,Altrincham
325000,E05000828,Flixton
525000,E05000830,Hale Barns
97200,E05000819,Altrincham
850000,E05000830,Hale Barns
527500,E05000819,Altrincham
272500,E05000833,Priory
189950,E05000826,Davyhulme East
295500,E05000832,Longford
96995,E05000819,Altrincham
152000,E05000829,Gorse Hill
160000,E05000822,Broadheath
975000,E05000831,Hale Central
173995,E05000819,Altrincham
350000,E05000837,Timperley
381000,E05000822,Broadheath
350000,E05000826,Davyhulme East
172995,E05000819,Altrincham
462500,E05000834,St Mary's
205000,E05000825,Clifford
310000,E05000828,Flixton
284000,E05000828,Flixton
205000,E05000829,Gorse Hill
297000,E05000822,Broadheath
100000,E05000836,Stretford
145000,E05000824,Bucklow-St Martins
185000,E05000829,Gorse Hill
115000,E05000839,Village
278900,E05000835,Sale Moor
153000,E05000829,Gorse Hill
164950,E05000826,Davyhulme East
230000,E05000836,Stretford
133000,E05000836,Stretford
595000,E05000833,Priory
150000,E05000834,St Mary's
240000,E05000821,Bowdon
124000,E05000823,Brooklands
300001,E05000831,Hale Central
182000,E05000836,Stretford
165000,E05000819,Altrincham
490000,E05000819,Altrincham
223000,E05000819,Altrincham
225000,E05000826,Davyhulme East
578000,E05000839,Village
185000,E05000836,Stretford
455000,E05000831,Hale Central
210000,E05000832,Longford
245000,E05000829,Gorse Hill
227000,E05000836,Stretford
131900,E05000835,Sale Moor
259200,E05000828,Flixton
345000,E05000828,Flixton
240000,E05000832,Longford
900000,E05000821,Bowdon
180000,E05000826,Davyhulme East
235000,E05000838,Urmston
280000,E05000831,Hale Central
2875000,E05000821,Bowdon
232500,E05000821,Bowdon
182500,E05000827,Davyhulme West
190000,E05000829,Gorse Hill
110000,E05000824,Bucklow-St Martins
252500,E05000828,Flixton
150000,E05000831,Hale Central
645000,E05000823,Brooklands
250000,E05000833,Priory
1450000,E05000830,Hale Barns
1850000,E05000821,Bowdon
364950,E05000835,Sale Moor
180000,E05000829,Gorse Hill
1985000,E05000830,Hale Barns
180000,E05000829,Gorse Hill
166000,E05000829,Gorse Hill
427500,E05000819,Altrincham
240000,E05000825,Clifford
1080000,E05000821,Bowdon
230000,E05000827,Davyhulme West
195000,E05000826,Davyhulme East
238200,E05000820,Ashton upon Mersey
190000,E05000828,Flixton
309500,E05000820,Ashton upon Mersey
98425,E05000819,Altrincham
220000,E05000826,Davyhulme East
345000,E05000831,Hale Central
410000,E05000823,Brooklands
180000,E05000839,Village
138000,E05000822,Broadheath
310000,E05000833,Priory
237500,E05000829,Gorse Hill
155000,E05000833,Priory
174000,E05000835,Sale Moor
395000,E05000834,St Mary's
175000,E05000829,Gorse Hill
617000,E05000821,Bowdon
130000,E05000833,Priory
169995,E05000819,Altrincham
98995,E05000819,Altrincham
272000,E05000826,Davyhulme East
250000,E05000839,Village
362500,E05000837,Timperley
303000,E05000837,Timperley
625000,E05000831,Hale Central
360500,E05000819,Altrincham
219950,E05000839,Village
170000,E05000824,Bucklow-St Martins
211000,E05000819,Altrincham
320000,E05000838,Urmston
165000,E05000825,Clifford
228950,E05000833,Priory
400000,E05000819,Altrincham
210000,E05000829,Gorse Hill
350000,E05000822,Broadheath
221500,E05000836,Stretford
238000,E05000836,Stretford
160000,E05000825,Clifford
440000,E05000834,St Mary's
329950,E05000839,Village
249950,E05000821,Bowdon
135225,E05000819,Altrincham
296500,E05000826,Davyhulme East
132000,E05000838,Urmston
370000,E05000837,Timperley
490000,E05000839,Village
312500,E05000828,Flixton
355000,E05000837,Timperley
375500,E05000820,Ashton upon Mersey
270000,E05000831,Hale Central
210000,E05000822,Broadheath
295000,E05000833,Priory
595000,E05000830,Hale Barns
247750,E05000819,Altrincham
171000,E05000824,Bucklow-St Martins
294000,E05000839,Village
528000,E05000830,Hale Barns
114500,E05000833,Priory
290000,E05000835,Sale Moor
290000,E05000835,Sale Moor
132225,E05000819,Altrincham
174750,E05000819,Altrincham
380000,E05000828,Flixton
180000,E05000835,Sale Moor
360000,E05000839,Village
615000,E05000831,Hale Central
181000,E05000819,Altrincham
250000,E05000827,Davyhulme West
305000,E05000822,Broadheath
169995,E05000832,Longford
167000,E05000825,Clifford
314000,E05000837,Timperley
186000,E05000826,Davyhulme East
247750,E05000819,Altrincham
225000,E05000828,Flixton
184000,E05000822,Broadheath
415000,E05000839,Village
230000,E05000828,Flixton
253000,E05000838,Urmston
265000,E05000832,Longford
125000,E05000826,Davyhulme East
200000,E05000827,Davyhulme West
530000,E05000835,Sale Moor
164000,E05000825,Clifford
355000,E05000819,Altrincham
549500,E05000821,Bowdon
393000,E05000838,Urmston
393000,E05000838,Urmston
393000,E05000838,Urmston
221000,E05000832,Longford
550000,E05000821,Bowdon
200000,E05000832,Longford
249950,E05000827,Davyhulme West
410000,E05000830,Hale Barns
180000,E05000833,Priory
200000,E05000828,Flixton
600000,E05000839,Village
156000,E05000839,Village
125000,E05000821,Bowdon
1800000,E05000821,Bowdon
229000,E05000838,Urmston
1600000,E05000821,Bowdon
200000,E05000819,Altrincham
220000,E05000833,Priory
425000,E05000823,Brooklands
178000,E05000838,Urmston
97950,E05000819,Altrincham
192000,E05000827,Davyhulme West
335000,E05000819,Altrincham
150000,E05000829,Gorse Hill
292000,E05000827,Davyhulme West
120000,E05000824,Bucklow-St Martins
59950,E05000822,Broadheath
115000,E05000827,Davyhulme West
190000,E05000835,Sale Moor
64000,E05000828,Flixton
321000,E05000827,Davyhulme West
185000,E05000827,Davyhulme West
280000,E05000837,Timperley
395000,E05000825,Clifford
158000,E05000834,St Mary's
285000,E05000828,Flixton
97845,E05000819,Altrincham
362000,E05000839,Village
231000,E05000836,Stretford
302000,E05000839,Village
152000,E05000833,Priory
142500,E05000837,Timperley
84950,E05000836,Stretford
405000,E05000819,Altrincham
318225,E05000822,Broadheath
252000,E05000819,Altrincham
531135,E05000819,Altrincham
168000,E05000825,Clifford
697500,E05000831,Hale Central
228000,E05000828,Flixton
317000,E05000820,Ashton upon Mersey
235000,E05000822,Broadheath
157000,E05000827,Davyhulme West
685000,E05000834,St Mary's
525000,E05000838,Urmston
103995,E05000819,Altrincham
490000,E05000819,Altrincham
150000,E05000824,Bucklow-St Martins
257000,E05000835,Sale Moor
176500,E05000819,Altrincham
256000,E05000838,Urmston
175000,E05000827,Davyhulme West
265000,E05000822,Broadheath
525000,E05000823,Brooklands
330000,E05000827,Davyhulme West
352500,E05000831,Hale Central
215000,E05000833,Priory
280000,E05000833,Priory
243000,E05000837,Timperley
430000,E05000826,Davyhulme East
155000,E05000825,Clifford
170000,E05000829,Gorse Hill
430000,E05000830,Hale Barns
195000,E05000829,Gorse Hill
76000,E05000833,Priory
150000,E05000828,Flixton
278500,E05000833,Priory
275000,E05000828,Flixton
123000,E05000829,Gorse Hill
390000,E05000823,Brooklands
250000,E05000832,Longford
465000,E05000819,Altrincham
306000,E05000838,Urmston
262500,E05000820,Ashton upon Mersey
280000,E05000826,Davyhulme East
540000,E05000826,Davyhulme East
335150,E05000819,Altrincham
910000,E05000831,Hale Central
223000,E05000828,Flixton
182500,E05000827,Davyhulme West
560000,E05000834,St Mary's
160000,E05000826,Davyhulme East
170000,E05000825,Clifford
155000,E05000829,Gorse Hill
215000,E05000827,Davyhulme West
159950,E05000824,Bucklow-St Martins
350000,E05000836,Stretford
210000,E05000829,Gorse Hill
550000,E05000819,Altrincham
255000,E05000836,Stretford
615000,E05000831,Hale Central
195000,E05000826,Davyhulme East
185000,E05000829,Gorse Hill
457000,E05000819,Altrincham
565000,E05000834,St Mary's
360000,E05000831,Hale Central
300000,E05000819,Altrincham
250000,E05000821,Bowdon
215000,E05000822,Broadheath
558500,E05000830,Hale Barns
285000,E05000820,Ashton upon Mersey
335000,E05000838,Urmston
532000,E05000830,Hale Barns
185000,E05000833,Priory
465000,E05000837,Timperley
90000,E05000836,Stretford
200000,E05000829,Gorse Hill
515000,E05000837,Timperley
325000,E05000835,Sale Moor
152500,E05000820,Ashton upon Mersey
1270000,E05000830,Hale Barns
145000,E05000829,Gorse Hill
292500,E05000828,Flixton
3500000,E05000830,Hale Barns
335000,E05000823,Brooklands
202000,E05000835,Sale Moor
202000,E05000828,Flixton
330000,E05000827,Davyhulme West
306000,E05000819,Altrincham
561000,E05000830,Hale Barns
180000,E05000822,Broadheath
460000,E05000827,Davyhulme West
219500,E05000829,Gorse Hill
148000,E05000825,Clifford
520000,E05000819,Altrincham
380000,E05000834,St Mary's
380000,E05000827,Davyhulme West
380000,E05000827,Davyhulme West
181000,E05000826,Davyhulme East
180000,E05000838,Urmston
290000,E05000822,Broadheath
177995,E05000819,Altrincham
418750,E05000819,Altrincham
255000,E05000833,Priory
330000,E05000828,Flixton
220000,E05000823,Brooklands
134995,E05000824,Bucklow-St Martins
175000,E05000821,Bowdon
102500,E05000832,Longford
190000,E05000822,Broadheath
288000,E05000823,Brooklands
210000,E05000834,St Mary's
6800000,E05000830,Hale Barns
196000,E05000829,Gorse Hill
371899,E05000837,Timperley
730000,E05000831,Hale Central
225000,E05000835,Sale Moor
367500,E05000839,Village
330000,E05000837,Timperley
122500,E05000823,Brooklands
760000,E05000830,Hale Barns
234000,E05000827,Davyhulme West
210000,E05000827,Davyhulme West
192000,E05000826,Davyhulme East
850000,E05000834,St Mary's
150000,E05000834,St Mary's
329260,E05000837,Timperley
205000,E05000826,Davyhulme East
185000,E05000829,Gorse Hill
405000,E05000822,Broadheath
439000,E05000821,Bowdon
615000,E05000835,Sale Moor
730000,E05000827,Davyhulme West
730000,E05000821,Bowdon
318000,E05000823,Brooklands
310000,E05000838,Urmston
391500,E05000831,Hale Central
317750,E05000821,Bowdon
300000,E05000837,Timperley
340000,E05000828,Flixton
425000,E05000821,Bowdon
396500,E05000838,Urmston
685000,E05000821,Bowdon
250000,E05000828,Flixton
315000,E05000831,Hale Central
667500,E05000830,Hale Barns
235000,E05000822,Broadheath
105000,E05000839,Village
285000,E05000833,Priory
257000,E05000826,Davyhulme East
220000,E05000837,Timperley
236000,E05000834,St Mary's
275000,E05000820,Ashton upon Mersey
330000,E05000837,Timperley
155000,E05000829,Gorse Hill
285000,E05000827,Davyhulme West
150000,E05000820,Ashton upon Mersey
755000,E05000830,Hale Barns
500000,E05000835,Sale Moor
242000,E05000826,Davyhulme East
133000,E05000826,Davyhulme East
148300,E05000822,Broadheath
248000,E05000819,Altrincham
230000,E05000838,Urmston
175000,E05000824,Bucklow-St Martins
140000,E05000824,Bucklow-St Martins
180000,E05000829,Gorse Hill
155000,E05000833,Priory
228500,E05000833,Priory
334000,E05000838,Urmston
365000,E05000837,Timperley
291000,E05000826,Davyhulme East
130000,E05000824,Bucklow-St Martins
170000,E05000824,Bucklow-St Martins
250000,E05000819,Altrincham
905000,E05000830,Hale Barns
175995,E05000819,Altrincham
225000,E05000827,Davyhulme West
730000,E05000831,Hale Central
430000,E05000838,Urmston
